experiment,lambda,loop,ev_linear,ev_additive
ols,0.1,1,46.5365994692029,46.0939701436288
ols,0.1,2,46.5370059987386,46.0943655020566
ols,0.01,1,46.5365994692029,46.1495538388379
ols,0.01,2,46.5366497194394,46.1496043597793
ols,0,1,34.009533618765,34.574877093488
ols,0,2,34.9794420411358,34.7472535493157
